   WAVE       FLUX       ERROR      RMS 
  558.600      2.37      0.51     0.347
  558.900      2.52      0.51     0.595
  559.200      2.29     0.527     0.346
  559.500      2.52     0.521     0.505
  559.800      2.64       0.6     0.608
  560.100       2.3     0.472     0.753
  560.400      1.92     0.424      1.16
  560.700      1.98      0.47     0.868
  561.000      2.75     0.567     0.348
  561.300      2.89     0.531     0.372
  561.600      1.99     0.522     0.748
  561.900      1.53     0.478     0.893
  562.200      2.21     0.625     0.902
  562.500       3.1     0.593     0.591
  562.800      2.54     0.518     0.479
  563.100      2.14     0.498     0.828
  563.400       1.8     0.483      1.03
  563.700       2.2     0.456     0.594
  564.000      2.23     0.533     0.326
  564.300      2.08     0.493     0.596
  564.600      1.78     0.478     0.781
  564.900      1.75     0.447     0.391
  565.200      2.59     0.568     0.507
  565.500      2.75     0.515     0.586
  565.800      2.17     0.423     0.568
  566.100      2.36     0.403     0.553
  566.400      3.59     0.661     0.611
  566.700      3.11     0.582     0.728
  567.000      1.86     0.324     0.779
  567.300      1.32     0.313     0.704
  567.600      1.97     0.499     0.628
  567.900      2.07     0.451     0.518
  568.200      2.08     0.474     0.505
  568.500      2.68     0.471     0.406
  568.800      3.34     0.597     0.556
  569.100      3.72     0.591     0.723
  569.400      2.72     0.533     0.379
  569.700      2.69     0.494     0.317
  570.000      3.29     0.575     0.486
  570.300      2.96      0.51     0.641
  570.600      2.65     0.533      0.55
  570.900      2.54     0.497     0.422
  571.200      2.75      0.55     0.393
  571.500      2.85     0.515     0.443
  571.800       3.2     0.597     0.555
  572.100      3.07     0.537     0.442
  572.400      2.69     0.492     0.518
  572.700      2.41     0.429     0.479
  573.000       2.8     0.577     0.353
  573.300       2.5     0.525     0.417
  573.600      1.81     0.348     0.666
  573.900      1.91     0.333     0.728
  574.200      1.92     0.439     0.652
  574.500      2.24     0.434     0.429
  574.800      2.63     0.536     0.262
  575.100      2.76     0.466     0.472
  575.400      2.35     0.355     0.622
  575.700      2.11     0.346      0.54
  576.000      2.24     0.437     0.354
  576.300      2.59     0.418     0.276
  576.600      2.62     0.445     0.304
  576.900       2.5     0.416     0.358
  577.200      2.46      0.43      0.37
  577.500      2.54     0.412     0.316
  577.800      2.81     0.436     0.347
  578.100       2.7     0.409     0.501
  578.400      2.78     0.502     0.662
  578.700      2.49     0.435     0.526
  579.000      1.92     0.341      0.56
  579.300      1.88     0.335     0.566
  579.600      2.56     0.486     0.683
  579.900      2.59     0.449     0.637
  580.200      2.29     0.433     0.323
  580.500      2.42     0.405     0.254
  580.800      2.58     0.448     0.274
  581.100      2.66     0.428     0.351
  581.400      2.86     0.488     0.588
  581.700       2.8     0.451     0.576
  582.000      2.59     0.439     0.352
  582.300      2.42     0.413     0.452
  582.600      2.51     0.492     0.638
  582.900      2.48     0.451     0.581
  583.200       2.5     0.481     0.377
  583.500       2.4     0.456     0.383
  583.800      1.99     0.432     0.405
  584.100      2.07     0.404     0.417
  584.400      2.23     0.418     0.427
  584.700      2.55     0.396     0.431
  585.000      2.64     0.488     0.496
  585.300      2.48     0.456     0.408
  585.600      2.38     0.443      0.45
  585.900      2.41     0.422     0.376
  586.200      2.84     0.535     0.516
  586.500      2.58     0.481     0.508
  586.800      1.91      0.41     0.567
  587.100      2.09      0.43     0.574
  587.400      2.59     0.553     0.746
  587.700       2.7     0.559     0.695
  588.000      2.22     0.393     0.335
  588.300      2.18     0.401     0.362
  588.600       2.1     0.398     0.344
  588.900      2.19     0.408     0.345
  589.200      2.36     0.437     0.323
  589.500      2.32     0.465     0.437
  589.800      2.28     0.423     0.386
  590.100      2.24      0.45     0.322
  590.400      2.39     0.444     0.327
  590.700      2.43      0.47     0.322
  591.000      2.26     0.419     0.287
  591.300      2.47     0.463     0.243
  591.600      2.47     0.398     0.354
  591.900      2.38     0.413     0.415
  592.200      2.26     0.414      0.29
  592.500      2.33     0.424     0.252
  592.800      2.78     0.494     0.505
  593.100      2.79     0.538     0.633
  593.400      2.17     0.376     0.455
  593.700       2.1       0.4     0.379
  594.000      2.82     0.497     0.584
  594.300      3.06     0.554     0.721
  594.600      2.52     0.414     0.398
  594.900      2.43     0.435     0.339
  595.200      2.62     0.374     0.512
  595.500      2.68     0.381     0.569
  595.800      2.69     0.332     0.389
  596.100      2.74     0.347     0.439
  596.400      2.35     0.253     0.481
  596.700      2.07     0.248     0.596
  597.000      2.29     0.292     0.597
  597.300      2.35     0.309     0.572
  597.600      2.38     0.293     0.501
  597.900      2.41     0.323     0.362
  598.200      2.56     0.316     0.384
  598.500      2.48     0.334     0.426
  598.800       2.1     0.269     0.318
  599.100      2.32     0.289     0.288
  599.400      2.52     0.285     0.327
  599.700      2.51     0.308     0.366
  600.000      2.52     0.301     0.326
  600.300      2.22     0.311     0.292
  600.600         2     0.292     0.336
  600.900      2.05     0.303     0.369
  601.200      2.22     0.309      0.39
  601.500      2.51     0.346     0.342
  601.800      2.67      0.32     0.446
  602.100      2.64     0.344      0.44
  602.400      2.45      0.29      0.29
  602.700      2.54     0.305     0.237
  603.000      2.56     0.304     0.245
  603.300       2.7     0.331     0.356
  603.600       2.4     0.252     0.419
  603.900      2.19     0.255     0.411
  604.200      2.24     0.244     0.507
  604.500      2.23     0.243     0.527
  604.800      2.22     0.286     0.449
  605.100      2.28     0.303     0.446
  605.400      2.08     0.295     0.497
  605.700      2.03      0.32     0.483
  606.000      1.89     0.211     0.524
  606.300      1.92     0.228     0.574
  606.600      2.45     0.311     0.401
  606.900      2.28     0.329     0.353
  607.200      2.19     0.309     0.417
  607.500       2.4     0.336     0.329
  607.800      2.19     0.271     0.354
  608.100      2.15     0.279     0.411
  608.400      2.32     0.316     0.381
  608.700      2.51     0.341     0.444
  609.000      2.36     0.272     0.374
  609.300      2.46     0.296     0.392
  609.600      2.59     0.338     0.533
  609.900      2.63     0.378     0.682
  610.200      2.46     0.311     0.349
  610.500      2.45     0.325     0.335
  610.800      2.47      0.32     0.346
  611.100      2.42     0.345     0.403
  611.400      2.46     0.336     0.486
  611.700      2.25     0.375     0.634
  612.000      2.31     0.336     0.571
  612.300      2.49     0.344     0.388
  612.600      2.08     0.268     0.424
  612.900      1.99     0.239     0.459
  613.200      2.17     0.275     0.472
  613.500      2.57     0.364     0.551
  613.800       2.2     0.284     0.356
  614.100      2.05     0.259     0.395
  614.400      2.29     0.289     0.358
  614.700      2.34     0.348     0.434
  615.000      2.36      0.32     0.485
  615.300      2.29     0.331     0.421
  615.600      2.51     0.323     0.459
  615.900      2.41     0.454     0.546
  616.200      2.31     0.417     0.554
  616.500      2.34     0.432     0.493
  616.800      2.29     0.367     0.401
  617.100      2.16     0.352      0.33
  617.400      2.37     0.358      0.31
  617.700      2.55     0.422     0.401
  618.000       2.2     0.341     0.483
  618.300      1.94     0.314       0.5
  618.600      1.93      0.37     0.525
  618.900      2.29     0.476      0.66
  619.200      2.27     0.419     0.544
  619.500       2.5     0.433     0.389
  619.800      2.27     0.399     0.342
  620.100      2.24     0.428     0.327
  620.400      2.39     0.396     0.269
  620.700      2.37     0.413     0.273
  621.000      2.33     0.362     0.232
  621.300      2.04      0.37     0.249
  621.600      2.01     0.319     0.303
  621.900      1.73     0.303     0.256
  622.200      1.94     0.323     0.354
  622.500      2.17     0.354     0.279
  622.800      2.25     0.362     0.293
  623.100      2.32     0.346     0.316
  623.400      2.61     0.403     0.353
  623.700      2.58     0.405     0.394
  624.000      2.43     0.363     0.315
  624.300      2.29     0.387      0.26
  624.600      1.97     0.324      0.44
  624.900      1.85     0.311     0.601
  625.200      2.15      0.33     0.484
  625.500      2.47      0.41      0.55
  625.800      2.26     0.383     0.361
  626.100      2.37     0.423     0.408
  626.400      2.43     0.401       0.3
  626.700      2.47     0.419     0.285
  627.000      2.23     0.349     0.364
  627.300      2.16     0.341     0.397
  627.600      2.18     0.329     0.371
  627.900      2.15     0.377      0.31
  628.200      2.16     0.335     0.407
  628.500         2     0.334     0.583
  628.800      2.27     0.375     0.496
  629.100      2.55     0.467     0.536
  629.400      2.59     0.401     0.463
  629.700      2.41     0.397     0.293
  630.000      1.98      0.31     0.388
  630.300      1.77     0.284     0.591
  630.600      2.03     0.286     0.479
  630.900      2.47     0.343     0.632
  631.200      2.21     0.309     0.502
  631.500      2.02     0.332     0.381
  631.800      2.35     0.331     0.428
  632.100      2.67     0.389     0.498
  632.400      2.46      0.34       0.4
  632.700      2.35     0.353     0.417
  633.000      2.45     0.354     0.508
  633.300      2.54     0.392      0.47
  633.600      2.54     0.368     0.527
  633.900      2.04     0.323     0.448
  634.200      1.76     0.307     0.388
  634.500      2.47     0.382     0.469
  634.800      2.84     0.382     0.637
  635.100      2.46     0.346     0.462
  635.400      2.17     0.322     0.379
  635.700      1.99     0.304     0.488
  636.000      2.06      0.29     0.537
  636.300      1.82     0.292     0.429
  636.600       1.9     0.284     0.384
  636.900      2.78     0.399     0.673
  637.200      2.86      0.37     0.617
  637.500      2.71     0.359     0.438
  637.800      2.45      0.32     0.389
  638.100      2.19     0.335     0.354
  638.400      2.17     0.313     0.361
  638.700      2.35      0.32     0.292
  639.000      2.54     0.314     0.397
  639.300      2.27     0.311     0.514
  639.600      2.22     0.296     0.667
  639.900      2.13     0.301     0.823
  640.200      2.07     0.324     0.507
  640.500      1.92     0.286     0.516
  640.800      1.99       0.3     0.489
  641.100      1.97     0.355     0.358
  641.400      1.81     0.334     0.372
  641.700      2.04     0.342     0.368
  642.000      2.18     0.339     0.336
  642.300      2.43     0.412     0.374
  642.600       2.3     0.371      0.41
  642.900      2.17     0.389     0.387
  643.200      2.14      0.35     0.329
  643.500       1.9     0.321     0.456
  643.800       1.9     0.294     0.492
  644.100      2.04     0.367     0.325
  644.400       2.3     0.351     0.324
  644.700      2.57     0.382     0.282
  645.000      2.24     0.351     0.383
  645.300      2.21     0.383     0.425
  645.600      2.68     0.409     0.533
  645.900      2.59     0.401      0.45
  646.200      2.57     0.381     0.363
  646.500      2.53     0.401      0.38
  646.800      2.41      0.38     0.339
  647.100       2.3     0.377      0.26
  647.400      2.42     0.369     0.309
  647.700      2.81     0.459     0.741
  648.000      2.88     0.433     0.851
  648.300      3.34     0.522      1.29
  648.600      3.17     0.461      1.05
  648.900      2.16     0.342     0.461
  649.200      2.19     0.329     0.374
